IPR007436,DUF485,Protein of unknown function DUF485,FAMILY
IPR007437,DUF486,Protein of unknown function DUF486,FAMILY
IPR007438,DUF488,Protein of unknown function DUF488,FAMILY
IPR007439,Chemotax_Pase_CheZ,"Chemotaxis phosphatase, CheZ",FAMILY
IPR007440,Chorismate--pyruvate_lyase,Chorismate--pyruvate lyase,FAMILY
IPR007441,EutH,Ethanolamine utilisation protein EutH,FAMILY
IPR007443,LpoA,Penicillin-binding protein activator LpoA,FAMILY
IPR007444,Glucan_biosyn_MdoG_C,"Glucan biosynthesis, periplasmic, MdoG C-terminal",DOMAIN
IPR007445,PilO,"Pilus assembly protein, PilO",FAMILY
IPR007446,Pilus_assembly_PilP,Pilus assembly protein PilP,FAMILY
IPR007448,Sigma70_reg_Rsd_AlgQ,"Regulator of RNA polymerase sigma(70) subunit, Rsd/AlgQ",FAMILY
IPR007449,ZipA_FtsZ-bd_C,"ZipA, C-terminal FtsZ-binding domain",DOMAIN
IPR007450,Lipoprotein_SmpA/OmlA,Lipoprotein SmpA/OmlA,DOMAIN
IPR007451,HflD,High frequency lysogenization protein HflD,FAMILY
IPR007452,TamB,Translocation and assembly module TamB,FAMILY
IPR007453,DsrC/TusE,Sulphur transfer protein DsrC/TusE,FAMILY
IPR007454,UPF0250,Uncharacterised protein family UPF0250,FAMILY
IPR007455,Serglycin,"",FAMILY
IPR007456,Smg,Smg,FAMILY
IPR007457,Fe_traffick_prot_YggX,Fe(II) trafficking protein YggX,FAMILY
IPR007458,DUF496,Protein of unknown function DUF496,FAMILY
IPR007459,DNA_pol3_chi,"DNA polymerase III chi subunit, HolC",FAMILY
IPR007460,BrnT_toxin,"Ribonuclease toxin, BrnT, of type II toxin-antitoxin system",FAMILY
IPR007461,Ysc84_actin-binding,Ysc84 actin-binding domain,DOMAIN
IPR007462,DUF502,Protein of unknown function DUF502,FAMILY
IPR007463,DUF507,Protein of unknown function DUF507,FAMILY
IPR007464,Bacteriocin_IId,"Bacteriocin, class IId",FAMILY
IPR007465,Protein of unknown function DUF508,"",FAMILY
IPR007466,Peptidyl-Arg-deiminase_porph,"Peptidyl-arginine deiminase, Porphyromonas-type",FAMILY
IPR007470,HemX,Putative uroporphyrinogen-III C-methyltransferase HemX,FAMILY
IPR007471,N-end_Aminoacyl_Trfase_N,"N-end aminoacyl transferase, N-terminal",DOMAIN
IPR007472,N-end_Aminoacyl_Trfase_C,"N-end rule aminoacyl transferase, C-terminal",DOMAIN
IPR007473,RlmJ,Ribosomal RNA large subunit methyltransferase J,FAMILY
IPR007474,ApaG_domain,ApaG domain,DOMAIN
IPR007475,BMFP,Membrane fusogenic activity,FAMILY
IPR007476,RdgC,"Putative exonuclease, RdgC",FAMILY
IPR007477,SAB_dom,SAB domain,DOMAIN
IPR007479,ISC_FeS_clus_asmbl_IscsX,"ISC system FeS cluster assembly, IscX",FAMILY
IPR007480,Protein of unknown function DUF529,"",REPEAT
IPR007481,SspB,Stringent starvation protein B,FAMILY
IPR007482,Tyr_Pase-like_PTPLA,"Protein-tyrosine phosphatase-like, PTPLA",FAMILY
IPR007483,Hamartin,Hamartin,FAMILY
IPR007484,Peptidase_M28,Peptidase M28,DOMAIN
IPR007485,LPS_assembly_LptE,LPS-assembly lipoprotein LptE,FAMILY
IPR007486,YebE,Inner membrane protein YebE,FAMILY
IPR007487,ABC_transpt-bd,"ABC transporter, substrate-binding protein",FAMILY
IPR007488,DUF535,Protein of unknown function DUF535,FAMILY
IPR007489,DUF536,Domain of unknown function DUF536,DOMAIN
IPR007490,Poxvirus B22,"",FAMILY
IPR007492,LytTR_DNA-bd_dom,LytTR DNA-binding domain,DOMAIN
IPR007493,Protein of unknown function DUF538,"",FAMILY
IPR007494,Glutaredoxin2_C,"Glutaredoxin 2, C-terminal",DOMAIN
IPR007495,NqrM,(Na+)-NQR maturation factor NqrM,FAMILY
IPR007497,DUF541,Protein of unknown function DUF541,FAMILY
IPR007498,PqiA,Paraquat-inducible protein A,FAMILY
IPR007499,ERF_bacteria_virus,Essential recombination function protein,FAMILY
IPR007501,Protein of unknown function DUF531,"",FAMILY
IPR007502,Helicase-assoc_dom,Helicase-associated domain,DOMAIN
IPR007503,Protein of unknown function DUF530,"",FAMILY
IPR007504,H/ACA_rnp_Gar1/Naf1,"H/ACA ribonucleoprotein complex, subunit Gar1/Naf1",FAMILY
IPR007505,PDDEXK_7,PD-(D/E)XK nuclease superfamily  7,FAMILY
IPR007506,AcnX_catalytic_put,"Aconitase X catalytic domain, putative",DOMAIN
IPR007507,Glycos_transf_N,"3-deoxy-D-manno-octulosonic-acid transferase, N-terminal",DOMAIN
IPR007508,D-aminoacyl-tRNA deacylase DtdA,"",FAMILY
IPR007509,DUF515,Protein of unknown function DUF515,FAMILY
IPR007511,DUF501,Protein of unknown function DUF501,FAMILY
IPR007512,Mic10,MICOS complex subunit Mic10,FAMILY
IPR007513,"Uncharacterised protein family SERF, N-terminal","",DOMAIN
IPR007515,Mss4,Mss4,FAMILY
IPR007516,Co_F420_Hydgase/DH_bsu_N,"Coenzyme F420 hydrogenase/dehydrogenase beta subunit, N-terminal",DOMAIN
IPR007518,MINDY deubiquitinase,"",FAMILY
IPR007519,"Bul1, N-terminal","",DOMAIN
IPR007521,"Choline kinase, N-terminal","",DOMAIN
IPR007522,CRISPR-assoc_prot_TM1795,CRISPR-associated protein TM1795,FAMILY
IPR007523,NDUFAF3/AAMDC,NDUFAF3/Mth938 domain-containing protein,FAMILY
IPR007524,"Pectate lyase, N-terminal","",DOMAIN
IPR007525,FrhB_FdhB_C,"Coenzyme F420 hydrogenase/dehydrogenase beta subunit, C-terminal",DOMAIN
IPR007526,SWIRM,SWIRM domain,DOMAIN
IPR007527,Znf_SWIM,"Zinc finger, SWIM-type",DOMAIN
IPR007528,RINT-1/Tip20,"",FAMILY
IPR007529,"Zinc finger, HIT-type","",DOMAIN
IPR007530,Aminoglycoside_adenylylTfrase,Aminoglycoside 6-adenylyltransferase,FAMILY
IPR007531,Dysbindin,"",FAMILY
IPR007532,"Poxvirus early transcription factor, large subunit","",FAMILY
IPR007533,Cyt_c_oxidase_assmbl_CtaG,Cytochrome c oxidase assembly protein CtaG/Cox11,FAMILY
IPR007534,LuxE,"Acyl-protein synthetase, LuxE",DOMAIN
IPR007535,Catechol_dOase_N,"Catechol dioxygenase, N-terminal",DOMAIN
IPR007536,16SrRNA_methylTrfase_J,Ribosomal RNA small subunit methyltransferase J,FAMILY
IPR007537,tRNAHis_GuaTrfase_Thg1,tRNAHis guanylyltransferase Thg1,FAMILY
IPR007538,DUF550,Domain of unknown function DUF550,DOMAIN
IPR007539,DUF551,Domain of unknown function DUF551,DOMAIN
IPR007540,Fimbrial_CS1-type,"Fimbrial major subunit, CS1-type",FAMILY
IPR007541,Uncharacterised_BSP,"Uncharacterised protein family, basic secretory protein",FAMILY
IPR007542,"Major capsid protein, C-terminal","",DOMAIN
IPR007543,OstA_C,"Organic solvent tolerance protein, C-terminal",DOMAIN
IPR007544,Linocin_M18,Encapsulating protein for peroxidase,FAMILY
IPR007545,LOR/SDH_bifunc_enz_cons_dom,"LOR/SDH bifunctional enzyme, conserved domain",DOMAIN
IPR007546,DUF503,Protein of unknown function DUF503,FAMILY
IPR007547,UPF0248,Uncharacterised protein family UPF0248,FAMILY
IPR007548,Protein of unknown function DUF505,"",FAMILY
IPR007549,DUF512,Domain of unknown function DUF512,DOMAIN
IPR007551,DUF520,Protein of unknown function DUF520,FAMILY
IPR007553,DUF523,Domain of unknown function DUF523,DOMAIN
IPR007554,Glycerophosphate_synth,CDP-glycerol glycerophosphotransferase,FAMILY
IPR007555,DUF499,Protein of unknown function DUF499,FAMILY
IPR007556,Protein of unknown function DUF483,"",FAMILY
IPR007557,PSP1_C,"PSP1, C-terminal",DOMAIN
IPR007560,Restrct_endonuc_IV_Mrr,"Restriction endonuclease type IV,  Mrr",DOMAIN
IPR007561,Cell_div_SepF/SepF-rel,Cell division protein SepF/SepF-related,FAMILY
IPR007562,Transglutaminase-like_domain,Transglutaminase-like domain,DOMAIN
IPR007563,DUF554,Protein of unknown function DUF554,FAMILY
IPR007564,Uncharacterised protein family UPF0212,"",FAMILY
IPR007565,4HFCP_synth,(5-formylfuran-3-yl)methyl phosphate synthase,FAMILY
IPR007566,PEP_COase_arc-type,"Phosphoenolpyruvate carboxylase, archaeal-type",FAMILY
IPR007567,Mid2 domain,"",DOMAIN
IPR007568,RTA1,RTA-like protein,FAMILY
IPR007569,DUF559,Protein of unknown function DUF559,FAMILY
IPR007570,Uncharacterised_Ycf23,Uncharacterised protein family Ycf23,FAMILY
IPR007572,Uncharacterised_Ycf20,Uncharacterised protein family Ycf20,FAMILY
IPR007573,QWRF family,"",FAMILY
IPR007574,NblA,Phycobilisome degradation protein NblA,FAMILY
IPR007575,SchA_CurD-like,SchA/CurD-like domain,DOMAIN
IPR007576,CITED,"",FAMILY
IPR007577,GlycoTrfase_DXD_sugar-bd_CS,"Glycosyltransferase, DXD sugar-binding motif",CONSERVED_SITE
IPR007578,Herpesvirus U10,"",FAMILY
IPR007579,"Poxvirus T4 protein, C-terminal","",DOMAIN
IPR007580,"Poxvirus T4 protein, N-terminal","",DOMAIN
IPR007581,Endonuclease-V,Endonuclease V,FAMILY
IPR007582,TFIID_NTD2,"TFIID subunit TAF5, NTD2 domain",DOMAIN
IPR007583,GRASP55/65,"",FAMILY
IPR007584,Herpesvirus UL35,"",FAMILY
IPR007585,Poxvirus E2,"",FAMILY
IPR007586,"Poxvirus VP8/L4R, nucleic acid binding","",FAMILY
IPR007587,SAPS,SIT4 phosphatase-associated protein family,FAMILY
IPR007588,"Zinc finger, FLYWCH-type","",DOMAIN
IPR007589,Baculovirus major capsid protein VP39,"",FAMILY
IPR007590,Saf4/Yju2 protein,"",FAMILY
IPR007592,GLABROUS1 enhancer-binding protein family,"",FAMILY
IPR007593,CD225/Dispanin_fam,CD225/Dispanin family,FAMILY
IPR007594,RFT1,RFT1,FAMILY
IPR007595,Csa,Csa family,FAMILY
IPR007596,Viral A-type inclusion protein repeat,"",REPEAT
IPR007597,CheC,CheC-like protein,DOMAIN
IPR007598,Domain of unknown function DUF577,"",DOMAIN
IPR007599,Derlin,"",FAMILY
IPR007600,"Baculovirus polyhedron envelope protein PEP, N-terminal","",DOMAIN
IPR007601,"Baculovirus polyhedron envelope protein PEP, C-terminal","",DOMAIN
IPR007602,Bluetongue virus nonstructural protein NS2,"",FAMILY
IPR007603,Choline_transptr-like,Choline transporter-like,FAMILY
IPR007604,CP2 transcription factor,"",DOMAIN
IPR007605,Microvirus lysis protein (E),"",FAMILY
IPR007606,T3SS_effector,Type III secretion system effector,FAMILY
IPR007607,BacA/B,Bactofilin A/B,FAMILY
IPR007608,Senescence regulator S40,"",FAMILY
IPR007609,ssRNA positive strand viral 18kDa cysteine-rich protein,"",FAMILY
IPR007610,"Broad bean mottle virus, Gp1, N-terminal","",DOMAIN
IPR007611,Herpesvirus tegument protein U30,"",FAMILY
IPR007612,LOR,LURP-one-related,FAMILY
IPR007614,Retinin-like protein,"",FAMILY
IPR007615,Adenovirus E4 30/34kDa protein,"",FAMILY
IPR007616,Herpesvirus U59/UL88,"",FAMILY
IPR007617,Viral beta C/D-like,"",FAMILY
IPR007618,"Herpesvirus UL87, N-terminal","",DOMAIN
IPR007619,Herpesvirus U44,"",FAMILY
IPR007620,Herpesvirus UL56,"",FAMILY
IPR007621,TPM_dom,TPM domain,DOMAIN
IPR007622,Herpesvirus UL55,"",FAMILY
IPR007623,BEX,Brain-expressed X-linked protein,FAMILY
IPR007624,RNA_pol_sigma70_r3,RNA polymerase sigma-70 region 3,DOMAIN
IPR007625,Herpesvirus UL51,"",FAMILY
IPR007626,Herpesvirus viron egress-type,"",FAMILY
IPR007627,RNA_pol_sigma70_r2,RNA polymerase sigma-70 region 2,DOMAIN
IPR007629,"Herpesvirus UL20, egress protein","",FAMILY
IPR007630,RNA_pol_sigma70_r4,RNA polymerase sigma-70 region 4,DOMAIN
IPR007631,RNA_pol_sigma_70_non-ess,"RNA polymerase sigma factor 70, non-essential domain",DOMAIN
IPR007632,Anoctamin,Anoctamin,FAMILY
IPR007633,Phage_P2_GpY_holin,"Bacteriophage P2, GpY, holin",FAMILY
IPR007634,RNA_pol_sigma_54_DNA-bd,"RNA polymerase sigma factor 54, DNA-binding",DOMAIN
IPR007635,"Tis11B-like protein, N-terminal","",DOMAIN
IPR007636,Restrct_endonuc_II_XhoI,"Restriction endonuclease, type II, XhoI",FAMILY
IPR007637,Restrct_endonuc_II_DpmII-like,"Restriction endonuclease, type II, DpmII-like",DOMAIN
IPR007638,Gln-tRNA-synth_Ib_RNA-bd_2,"Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2",DOMAIN
IPR007639,"Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal","",DOMAIN
IPR007640,Herpesvirus capsid vertex component 1,"",FAMILY
IPR007641,RNA_pol_Rpb2_7,"RNA polymerase Rpb2, domain 7",DOMAIN
IPR007642,RNA_pol_Rpb2_2,"RNA polymerase Rpb2, domain 2",DOMAIN
IPR007643,"Dictyostelium spore coat protein, N-terminal","",DOMAIN
IPR007644,RNA_pol_bsu_protrusion,"RNA polymerase, beta subunit, protrusion",DOMAIN
IPR007645,RNA_pol_Rpb2_3,"RNA polymerase Rpb2, domain 3",DOMAIN
IPR007646,RNA_pol_Rpb2_4,"RNA polymerase Rpb2, domain 4",DOMAIN
IPR007647,RNA_pol_Rpb2_5,"RNA polymerase Rpb2, domain 5",DOMAIN
IPR007648,Mitochondrial ATPase inhibitor,"",FAMILY
IPR007649,Domain of unknown function DUF591,"",DOMAIN
IPR007650,Zf-FLZ domain,"",DOMAIN
IPR007651,"Lipin, N-terminal","",DOMAIN
IPR007652,A1-4-GlycosylTfrase_dom,"Alpha 1,4-glycosyltransferase domain",DOMAIN
IPR007653,SPC3,Signal peptidase complex subunit 3,FAMILY
IPR007654,"NAD-dependent histone deacetylase Sir2, N-terminal","",DOMAIN
IPR007655,DUF560,Protein of unknown function DUF560,FAMILY
IPR007656,GTD-bd,GTD-binding domain,DOMAIN
IPR007657,Glycosyltransferase_61,Glycosyltransferase 61,FAMILY
IPR007658,Protein of unknown function DUF594,"",FAMILY
IPR007659,"Keratin, high-sulphur matrix protein","",FAMILY
IPR007660,Chordopoxvirinae D3 protein,"",FAMILY
IPR007662,Capsid_sigmaC_reovir,"Capsid sigma C, reoviral",FAMILY
IPR007663,Baculoviridae p74,"",FAMILY
IPR007664,Poxvirus A28,"",FAMILY
IPR007666,ADP_PFK/GK,ADP-specific phosphofructokinase/glucokinase,FAMILY
IPR007667,Hypoxia_induced_domain,"Hypoxia induced protein, domain",DOMAIN
IPR007668,RFX1 transcription activation region,"",DOMAIN
IPR007669,Carbohydrate sulfotransferase Chst-1,"",FAMILY
IPR007670,DUF596,Protein of unknown function DUF596,FAMILY
IPR007671,Selenoprotein-P_N,"Selenoprotein P, N-terminal",DOMAIN
IPR007672,SelP_C,"Selenoprotein P, C-terminal",DOMAIN
IPR007673,Condensin_cplx_su1,Condensin subunit 1,FAMILY
IPR007674,Poxvirus 36kDa major membrane,"",DOMAIN
IPR007675,Poxvirus F15,"",FAMILY
IPR007676,Ribophorin_I,Ribophorin I,FAMILY
IPR007677,Gasdermin,"",FAMILY
IPR007678,Poxvirus G5,"",FAMILY
IPR007679,Domain of unknown function DUF569,"",DOMAIN
IPR007680,Arabino_trans_N,"Arabinofuranosyltransferase, N-terminal",DOMAIN
IPR007681,Ran-interacting Mog1 protein,"",FAMILY
IPR007682,Lantibiotic_typ-A_Lactobact,"Lantibiotic, type A, Lactobacillales-type",FAMILY
IPR007684,Znf_Ogr/Delta,"Zinc finger, Ogr/Delta-type",DOMAIN
IPR007685,RelA_SpoT,RelA/SpoT,DOMAIN
IPR007686,YutG/PgpA,YutG/PgpA domain,DOMAIN
IPR007687,"Methyl-coenzyme M reductase, protein C","",FAMILY
IPR007688,Conjugal_tfr_TrbL/VirB6,Plasmid  conjugal transfer TrbL/VirB6,FAMILY
IPR007689,A-alpha-Y mating type-dependent binding domain,"",DOMAIN
IPR007690,T2SS_M,"Type II secretion system, protein M",FAMILY
IPR007691,LpxD,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD,FAMILY
IPR007692,DNA_helicase_DnaB,"DNA helicase, DnaB type",FAMILY
IPR007693,DNA_helicase_DnaB-like_N,"DNA helicase, DnaB-like, N-terminal",DOMAIN
IPR007694,DNA_helicase_DnaB-like_C,"DNA helicase, DnaB-like, C-terminal",DOMAIN
IPR007695,DNA_mismatch_repair_MutS-lik_N,"DNA mismatch repair protein MutS-like, N-terminal",DOMAIN
IPR007696,DNA_mismatch_repair_MutS_core,"DNA mismatch repair protein MutS, core",DOMAIN
IPR007698,AlaDH/PNT_NAD(H)-bd,"Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain",DOMAIN
IPR007699,SGS domain,"",DOMAIN
IPR007700,Protein of unknown function DUF668,"",FAMILY
IPR007701,Interferon-rel_develop_reg_N,"Interferon-related developmental regulator, N-terminal",DOMAIN
IPR007702,Janus,"",FAMILY
IPR007703,Per os infectivity factor 3,"",FAMILY
IPR007704,Mannosyltransferase_DXD,"Mannosyltransferase, DXD",FAMILY
IPR007705,Vesicle_trsprt_v-SNARE_N,"Vesicle transport v-SNARE, N-terminal",DOMAIN
IPR007706,Epstein-Barr virus nuclear antigen 3,"",FAMILY
IPR007707,TACC_C,"Transforming acidic coiled-coil-containing protein, C-terminal",DOMAIN
IPR007708,"Lariat debranching enzyme, C-terminal","",DOMAIN
IPR007709,N-FG_amidohydro,N-formylglutamate amidohydrolase,FAMILY
IPR007710,Nucleoside_deoxyribTrfase,Nucleoside 2-deoxyribosyltransferase,FAMILY
IPR007711,HigB-1,Toxin HigB-1,FAMILY
IPR007712,RelE/ParE_toxin,"Toxin-antitoxin system, RelE/ParE toxin family",FAMILY
IPR007713,TMP_rpt,TMP repeat,REPEAT
IPR007714,CFA20 domain,"",DOMAIN
IPR007715,Coq4,Ubiquinone biosynthesis protein Coq4,FAMILY
IPR007716,"NPL4, zinc-binding putative","",DOMAIN
IPR007717,"Nuclear pore localisation protein NPL4, C-terminal","",DOMAIN
IPR007718,"Srp40, C-terminal","",DOMAIN
IPR007719,PCS_N,"Phytochelatin synthase, N-terminal catalytic domain",DOMAIN
IPR007720,GlcNAc_Gpi1,N-acetylglucosaminyl transferase component,FAMILY
IPR007721,RbsD_FucU,D-ribose pyranase RbsD/L-fucose mutarotase FucU,FAMILY
IPR007722,"mRNA decapping protein 2, Box A domain","",DOMAIN
IPR007724,Poly(ADP-ribose) glycohydrolase,"",FAMILY
IPR007725,TIMELESS_C,Timeless C-terminal,DOMAIN
IPR007726,SS18 family,"",FAMILY
IPR007727,Spo12,"",FAMILY
IPR007728,Pre-SET_dom,Pre-SET domain,DOMAIN
IPR007729,DGOK,2-keto-3-deoxy-galactonokinase,FAMILY
IPR007730,SPOR-like_dom,Sporulation-like domain,DOMAIN
IPR007731,DUF669,Protein of unknown function DUF669,FAMILY
IPR007732,Cytochrome b558 alpha-subunit,"",FAMILY
IPR007733,Agouti,"",FAMILY
IPR007734,Heparan_SO4_2-O-STrfase,Heparan sulphate 2-O-sulfotransferase,FAMILY
IPR007735,Pecanex,Pecanex,FAMILY
IPR007736,Caleosin-related,Caleosin-related,FAMILY
IPR007737,Mga_HTH,Mga helix-turn-helix domain,DOMAIN
IPR007738,Prox1,Prospero homeobox protein 1,FAMILY
IPR007739,RgpF,Rhamnan synthesis F,FAMILY
IPR007740,Ribosomal_L49/IMG2,Ribosomal protein L49/IMG2,FAMILY
IPR007741,Ribosomal protein/NADH dehydrogenase domain,"",DOMAIN
IPR007742,NosD_dom,"Periplasmic copper-binding protein NosD, beta helix domain",DOMAIN
IPR007743,Immunity-related_GTPase-like,Immunity-related GTPases-like,FAMILY
IPR007745,Cytochrome c oxidase copper chaperone,"",FAMILY
IPR007746,MerE,Broad mercury transporter MerE,FAMILY
IPR007747,Menin,Menin,FAMILY
IPR007748,"Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf109","",FAMILY
IPR007749,Protein of unknown function DUF677,"",FAMILY
IPR007750,Protein of unknown function DUF674,"",FAMILY
IPR007751,DUF676_lipase-like,"Domain of unknown function DUF676, lipase-like",DOMAIN
IPR007752,Virulence_actor_ActA,Virulence factor ActA,FAMILY
IPR007753,Orbivirus VP4 core,"",FAMILY
IPR007754,GlcNAc_II,N-acetylglucosaminyltransferase II,FAMILY
IPR007755,Poxvirus A11,"",FAMILY
IPR007756,RICH,RICH domain,DOMAIN
IPR007757,MT-A70-like,MT-A70-like,FAMILY
IPR007758,"Nucleoporin, NSP1-like, C-terminal","",DOMAIN
IPR007759,HB1/Asxl_HTH,"HB1/Asxl, restriction endonuclease HTH domain",DOMAIN
IPR007760,Mn_catalase,Manganese catalase,FAMILY
IPR007761,MtlR-like,Mannitol repressor MtlR-like,FAMILY
IPR007763,NDUFA12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,FAMILY
IPR007764,Herpesvirus UL43,"",FAMILY
IPR007765,Baculovirus p24 capsid,"",FAMILY
IPR007767,Protein of unknown function DUF684,"",FAMILY
IPR007768,Suppressor_of_fused,Suppressor of fused,FAMILY
IPR007769,Poxvirus A19,"",FAMILY
IPR007770,Protein DMP,"",FAMILY
IPR007771,DUF680,Protein of unknown function DUF680,FAMILY
IPR007772,"Beak and feather disease virus (BFDV), Orf5","",FAMILY
IPR007773,"Autographa californica nuclear polyhedrosis virus (AcMNPV), P18","",FAMILY
IPR007774,Put_N_fixation,Putative nitrogen fixation protein,FAMILY
IPR007775,"Leukocyte-specific transcript 1, LST-1","",FAMILY
IPR007777,DUF685,Protein of unknown function DUF685,FAMILY
IPR007778,Dictyostelium REP,"",FAMILY
IPR007779,Rotavirus VP2,"",FAMILY
IPR007780,NAD_Glu_DH_bac,"NAD-glutamate dehydrogenase, bacteria",FAMILY
IPR007781,NAGLU,Alpha-N-acetylglucosaminidase,FAMILY
IPR007782,VKG_COase,Vitamin K-dependent gamma-carboxylase,FAMILY
IPR007783,eIF3d,Eukaryotic translation initiation factor 3 subunit D,FAMILY
IPR007784,Per os infectivity factor,"",FAMILY
IPR007785,Anamorsin,"",FAMILY
IPR007786,Late expression factor 9,"",FAMILY
IPR007787,DUF687,Protein of unknown function DUF687,FAMILY
IPR007788,QCT,Glutaminyl-peptide cyclotransferase,FAMILY
IPR007789,Protein of unknown function DUF688,"",FAMILY
IPR007790,Late expression factor 4,"",FAMILY
IPR007791,DjlA_N,"Co-chaperone DjlA, N-terminal",DOMAIN
IPR007792,T4SS_VirB3/TrbD/AvhB,"Type IV secretion system, VirB3 / TrbD / AvhB",FAMILY
IPR007793,DivIVA_fam,DivIVA family,FAMILY
IPR007794,Rib_rcpt_KP,Ribosome receptor lysine/proline rich,DOMAIN
IPR007795,T7SS_EccB,Type VII secretion system EccB,FAMILY
IPR007796,Herpesvirus major outer envelope glycoprotein,"",FAMILY
IPR007797,TF_AF4/FMR2,Transcription factor AF4/FMR2,FAMILY
IPR007798,Ameloblastin precursor,"",FAMILY
IPR007799,Baculo_p47,Baculovirus p47,FAMILY
IPR007800,DUF693,Protein of unknown function DUF693,FAMILY
IPR007801,UPF0276,Uncharacterised protein family UPF0276,FAMILY
IPR007802,Cyt_b6/f_cplx_su6,Cytochrome b6-f complex subunit 6,FAMILY
IPR007803,Asp/Arg/Pro-Hydrxlase,Aspartyl/asparaginy/proline hydroxylase,DOMAIN
IPR007804,Gas-vesicle_GvpG,Gas vesicle protein GvpG,FAMILY
IPR007805,Gas-vesicle_GvpK,Gas vesicle protein GvpK,FAMILY
IPR007806,SpdB,Mobile element transfer,FAMILY
IPR007807,Helicase_dom,Helicase domain,DOMAIN
IPR007808,Transcription elongation factor 1,"",FAMILY
IPR007809,FlgN-like,FlgN-like protein,FAMILY
IPR007810,Pep3/Vps18/deep orange,"",DOMAIN
IPR007811,RPC4,DNA-directed RNA polymerase III subunit RPC4,FAMILY
IPR007812,T2SS_protein-L,Type II secretion system protein L,FAMILY
IPR007813,PilN,Fimbrial assembly PilN,FAMILY
IPR007814,PaaA_PaaC,"1,2-phenylacetyl-CoA epoxidase, subunit A/C",FAMILY
IPR007815,Emycin_Estase,Erythromycin esterase,FAMILY
IPR007816,ResB-like_domain,ResB-like domain,DOMAIN
IPR007817,DIT1_PvcA,Pyoverdine biosynthesis,FAMILY
IPR007818,SHI protein family,"",FAMILY
IPR007820,AbrB_fam,AbrB family,FAMILY
IPR007822,LANC-like,Lanthionine synthetase C-like,FAMILY
IPR007823,RRP8,Ribosomal RNA processing protein 8,FAMILY
IPR007824,Paraflagellar rod,"",FAMILY
IPR007825,Major_OMP_Legionella,"Major outer membrane precursor, Legionella pneumophila",FAMILY
IPR007826,PSII_PsbM,Photosystem II PsbM,FAMILY
IPR007827,DUF705,Protein of unknown function DUF694,FAMILY
IPR007828,Inositol_oxygenase,Inositol oxygenase,FAMILY
IPR007829,TM2,TM2 domain,DOMAIN
IPR007831,GSPII_E_N,"General secretory system II, protein E, N-terminal",DOMAIN
IPR007832,RNA_pol_Rpc34,RNA polymerase Rpc34,FAMILY
IPR007833,Capsule_polysaccharide_synth,Capsule polysaccharide biosynthesis,FAMILY
IPR007834,DSS1_SEM1,DSS1/SEM1,FAMILY
IPR007835,MOFRL,MOFRL domain,DOMAIN
IPR007836,Ribosomal protein L41,"",FAMILY
IPR007837,DinB,DNA damage-inducible protein DinB,FAMILY
IPR007838,Cell_div_ZapA-like,Cell division protein ZapA-like,DOMAIN
IPR007839,GTP_CycHdrlase_3,GTP cyclohydrolase III,FAMILY
IPR007841,UPF0210,Uncharacterised protein family UPF0210,FAMILY
IPR007842,HEPN_dom,HEPN domain,DOMAIN
IPR007844,AsmA,AsmA,DOMAIN
IPR007845,HemS/ChuX_dom,Haemin-degrading HemS/ChuX domain,DOMAIN
IPR007846,RNA-recognition motif (RRM) Nup35-type domain,"",DOMAIN
IPR007847,"Cysteine-rich Deinococcus, N-terminal","",DOMAIN
IPR007848,Small_mtfrase_dom,Methyltransferase small domain,DOMAIN
IPR007849,ATPase assembly factor ATP10,"",FAMILY
IPR007850,RCSD,"",FAMILY
IPR007852,Cdc73/Parafibromin,Cdc73/Parafibromin,FAMILY
IPR007853,Znf_DNL-typ,"Zinc finger, DNL-type",DOMAIN
IPR007854,Pre-mRNA polyadenylation factor Fip1 domain,"",DOMAIN
IPR007855,RNA-dep_RNA_pol_euk-typ,"RNA-dependent RNA polymerase, eukaryotic-type",FAMILY
IPR007856,"Saposin-like type B, region 1","",DOMAIN
IPR007857,Arg_MeTrfase_PRMT5,Protein arginine N-methyltransferase PRMT5,FAMILY
IPR007858,Dpy-30_motif,Dpy-30 motif,CONSERVED_SITE
IPR007860,DNA_mmatch_repair_MutS_con_dom,"DNA mismatch repair protein MutS, connector domain",DOMAIN
IPR007861,DNA_mismatch_repair_MutS_clamp,"DNA mismatch repair protein MutS, clamp",DOMAIN
IPR007862,Adenylate_kinase_lid-dom,"Adenylate kinase, active site lid domain",DOMAIN
IPR007863,Peptidase_M16_C,"Peptidase M16, C-terminal",DOMAIN
IPR007864,UreE_C_dom,"Urease accessory protein UreE, C-terminal domain",DOMAIN
IPR007865,Aminopep_P_N,"Aminopeptidase P, N-terminal",DOMAIN
IPR007866,TRIC channel,"",FAMILY
IPR007867,GMC_OxRtase_C,"Glucose-methanol-choline oxidoreductase, C-terminal",DOMAIN
IPR007868,Hom_end_hint,Hom-end-associated Hint,DOMAIN
