#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	Host	SNP cluster	Min-same	Min-diff	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
Listeria monocytogenes	OSF048874		PDT000128540.2	2016-05-04T17:13:14Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	1	5	fosX=COMPLETE,lin=COMPLETE	SAMN04914080	PDG000000001.2009	Listeria monocytogenes	GCA_004666495.1				2015-08-31		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		502161	15	2947527	PAIRED	ILLUMINA	SRR3474617	CFSAN	2016-05-04T14:28:09Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZWM	AAAZWM000000000.1
Listeria monocytogenes	OSF048807		PDT000128545.2	2016-05-04T17:13:15Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	20	27	fosX=COMPLETE,lin=COMPLETE	SAMN04914024	PDG000000001.2009	Listeria monocytogenes	GCA_004666855.1				2015-09-03		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		477891	18	2951199	PAIRED	ILLUMINA	SRR3474622	CFSAN	2016-05-04T14:28:48Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZWP	AAAZWP000000000.1
Listeria monocytogenes	OSF048808		PDT000128546.2	2016-05-04T17:13:15Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	23	fosX=COMPLETE,lin=COMPLETE	SAMN04914025	PDG000000001.2009	Listeria monocytogenes	GCA_004666895.1				2015-09-03		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		475391	17	2927144	PAIRED	ILLUMINA	SRR3474623	CFSAN	2016-05-04T14:28:55Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZWT	AAAZWT000000000.1
Listeria monocytogenes	OSF048809		PDT000128547.2	2016-05-04T17:13:15Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	2	23	fosX=COMPLETE,lin=COMPLETE	SAMN04914026	PDG000000001.2009	Listeria monocytogenes	GCA_004667305.1				2015-09-03		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		412844	22	2933311	PAIRED	ILLUMINA	SRR3474624	CFSAN	2016-05-04T14:29:03Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZWU	AAAZWU000000000.1
Listeria monocytogenes	OSF048810		PDT000128548.2	2016-05-04T17:13:15Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	5	6	fosX=COMPLETE,lin=COMPLETE	SAMN04914027	PDG000000001.2009	Listeria monocytogenes	GCA_004667345.1				2015-09-03		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		437527	18	2934836	PAIRED	ILLUMINA	SRR3474625	CFSAN	2016-05-04T14:29:10Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZWR	AAAZWR000000000.1
Listeria monocytogenes	OSF048815		PDT000128553.2	2016-05-04T17:13:15Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	5	14	fosX=COMPLETE,lin=COMPLETE	SAMN04914032	PDG000000001.2009	Listeria monocytogenes	GCA_004666635.1				2015-09-03		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436919	14	2938481	PAIRED	ILLUMINA	SRR3474632	CFSAN	2016-05-04T14:30:39Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZWY	AAAZWY000000000.1
Listeria monocytogenes	OSF048817		PDT000128555.2	2016-05-04T17:13:15Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	30	fosX=COMPLETE,lin=COMPLETE	SAMN04914035	PDG000000001.2009	Listeria monocytogenes	GCA_004667365.1				2015-09-03		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		1501686	15	2957609	PAIRED	ILLUMINA	SRR3474634	CFSAN	2016-05-04T14:30:54Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZWZ	AAAZWZ000000000.1
Listeria monocytogenes	OSF048823		PDT000128559.2	2016-05-04T17:13:15Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	5	11	fosX=COMPLETE,lin=COMPLETE	SAMN04914041	PDG000000001.2009	Listeria monocytogenes	GCA_004666695.1				2015-08-31		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		627821	16	2881194	PAIRED	ILLUMINA	SRR3474638	CFSAN	2016-05-04T14:31:21Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZXA	AAAZXA000000000.1
Listeria monocytogenes	OSF048825		PDT000128561.2	2016-05-04T17:13:16Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	3	24	fosX=COMPLETE,lin=COMPLETE	SAMN04914043	PDG000000001.2009	Listeria monocytogenes	GCA_004666675.1				2015-09-12		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		1501686	15	2973896	PAIRED	ILLUMINA	SRR3474640	CFSAN	2016-05-04T14:31:36Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZXC	AAAZXC000000000.1
Listeria monocytogenes	OSF048826		PDT000128562.2	2016-05-04T17:13:16Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	5	26	fosX=COMPLETE,lin=COMPLETE	SAMN04914044	PDG000000001.2009	Listeria monocytogenes	GCA_004666655.1				2015-09-12		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		536753	21	2993582	PAIRED	ILLUMINA	SRR3474641	CFSAN	2016-05-04T14:31:43Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZXD	AAAZXD000000000.1
Listeria monocytogenes	OSF048828		PDT000128564.2	2016-05-04T17:13:16Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	5	22	fosX=COMPLETE,lin=COMPLETE	SAMN04914046	PDG000000001.2009	Listeria monocytogenes	GCA_004666715.1				2015-09-12		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		476684	15	2959508	PAIRED	ILLUMINA	SRR3474643	CFSAN	2016-05-04T14:31:57Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZXG	AAAZXG000000000.1
Listeria monocytogenes	OSF048833		PDT000128580.2	2016-05-04T17:13:17Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	1	21	fosX=COMPLETE,lin=COMPLETE	SAMN04925774	PDG000000001.2009	Listeria monocytogenes	GCA_004667585.1				2015-09-12		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		414821	20	2931759	PAIRED	ILLUMINA	SRR3474662	CFSAN	2016-05-04T14:33:53Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAZXT	AAAZXT000000000.1
Listeria monocytogenes	OSF049044		PDT000129359.2	2016-05-10T00:15:31Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	15	35	fosX=COMPLETE,lin=COMPLETE	SAMN04902957	PDG000000001.2009	Listeria monocytogenes	GCA_004668885.1				2015-09-26		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		1501686	14	2930172	PAIRED	ILLUMINA	SRR3489887	CFSAN	2016-05-09T23:59:22Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABABB	AABABB000000000.1
Listeria monocytogenes	OSF049063		PDT000129380.2	2016-05-10T01:14:09Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	3	fosX=COMPLETE,lin=COMPLETE	SAMN04902976	PDG000000001.2009	Listeria monocytogenes	GCA_004671725.1				2015-10-03		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		477892	18	2925059	PAIRED	ILLUMINA	SRR3489981	CFSAN	2016-05-10T00:02:45Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABABV	AABABV000000000.1
Listeria monocytogenes	OSF049066		PDT000129383.2	2016-05-10T01:14:09Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	6	7	fosX=COMPLETE,lin=COMPLETE	SAMN04902979	PDG000000001.2009	Listeria monocytogenes	GCA_004669845.1				2015-10-03		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		477894	18	2982067	PAIRED	ILLUMINA	SRR3489984	CFSAN	2016-05-10T00:03:14Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABABX	AABABX000000000.1
Listeria monocytogenes	OSF049068		PDT000129385.2	2016-05-10T01:14:09Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	3	fosX=COMPLETE,lin=COMPLETE	SAMN04902981	PDG000000001.2009	Listeria monocytogenes	GCA_004669865.1				2015-10-03		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		477892	19	2927626	PAIRED	ILLUMINA	SRR3489986	CFSAN	2016-05-10T00:03:53Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABABZ	AABABZ000000000.1
Listeria monocytogenes	OSF049145		PDT000129434.2	2016-05-10T01:14:12Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	1	14	fosX=COMPLETE,lin=COMPLETE	SAMN04916682	PDG000000001.2009	Listeria monocytogenes	GCA_004670145.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		347287	29	3026510	PAIRED	ILLUMINA	SRR3490104	CFSAN	2016-05-10T00:25:26Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABACS	AABACS000000000.1
Listeria monocytogenes	OSF049146		PDT000129435.2	2016-05-10T01:14:12Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	13	fosX=COMPLETE,lin=COMPLETE	SAMN04916683	PDG000000001.2009	Listeria monocytogenes	GCA_004670105.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		377249	23	3020762	PAIRED	ILLUMINA	SRR3490105	CFSAN	2016-05-10T00:25:33Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABACU	AABACU000000000.1
Listeria monocytogenes	OSF049147		PDT000129436.2	2016-05-10T01:14:12Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	3	17	fosX=COMPLETE,lin=COMPLETE	SAMN04916684	PDG000000001.2009	Listeria monocytogenes	GCA_004670165.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		229056	32	3026610	PAIRED	ILLUMINA	SRR3490106	CFSAN	2016-05-10T00:26:06Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABACV	AABACV000000000.1
Listeria monocytogenes	OSF049153		PDT000129442.2	2016-05-10T01:14:13Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	14	fosX=COMPLETE,lin=COMPLETE	SAMN04916725	PDG000000001.2009	Listeria monocytogenes	GCA_004671925.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		323442	32	3028898	PAIRED	ILLUMINA	SRR3490112	CFSAN	2016-05-10T00:26:50Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABACZ	AABACZ000000000.1
Listeria monocytogenes	OSF049155		PDT000129444.2	2016-05-10T01:14:13Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	1	17	fosX=COMPLETE,lin=COMPLETE	SAMN04916727	PDG000000001.2009	Listeria monocytogenes	GCA_004670645.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		420848	25	3017544	PAIRED	ILLUMINA	SRR3490114	CFSAN	2016-05-10T00:27:04Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABADC	AABADC000000000.1
Listeria monocytogenes	OSF049136		PDT000129541.2	2016-05-10T01:14:19Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	2	16	fosX=COMPLETE,lin=COMPLETE	SAMN04916673	PDG000000001.2009	Listeria monocytogenes	GCA_004671025.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		410450	27	3036614	PAIRED	ILLUMINA	SRR3490094	CFSAN	2016-05-10T00:24:11Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABAEW	AABAEW000000000.1
Listeria monocytogenes	OSF049137		PDT000129542.2	2016-05-10T01:14:19Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	2	16	fosX=COMPLETE,lin=COMPLETE	SAMN04916674	PDG000000001.2009	Listeria monocytogenes	GCA_004672065.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		377249	23	3019071	PAIRED	ILLUMINA	SRR3490095	CFSAN	2016-05-10T00:24:17Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABAEX	AABAEX000000000.1
Listeria monocytogenes	OSF049139		PDT000129544.2	2016-05-10T01:14:19Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	14	fosX=COMPLETE,lin=COMPLETE	SAMN04916676	PDG000000001.2009	Listeria monocytogenes	GCA_004670985.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		223000	32	3016956	PAIRED	ILLUMINA	SRR3490097	CFSAN	2016-05-10T00:24:30Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABAFA	AABAFA000000000.1
Listeria monocytogenes	OSF049140		PDT000129545.2	2016-05-10T01:14:19Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	16	fosX=COMPLETE,lin=COMPLETE	SAMN04916677	PDG000000001.2009	Listeria monocytogenes	GCA_004670965.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		437386	20	3043713	PAIRED	ILLUMINA	SRR3490099	CFSAN	2016-05-10T00:24:47Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABAEZ	AABAEZ000000000.1
Listeria monocytogenes	OSF049141		PDT000129546.2	2016-05-10T01:14:19Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	16	fosX=COMPLETE,lin=COMPLETE	SAMN04916678	PDG000000001.2009	Listeria monocytogenes	GCA_004671005.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		377249	22	3024345	PAIRED	ILLUMINA	SRR3490100	CFSAN	2016-05-10T00:24:54Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABAFC	AABAFC000000000.1
Listeria monocytogenes	OSF049142		PDT000129547.2	2016-05-10T01:14:19Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	14	fosX=COMPLETE,lin=COMPLETE	SAMN04916679	PDG000000001.2009	Listeria monocytogenes	GCA_004671045.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		360069	25	3013579	PAIRED	ILLUMINA	SRR3490101	CFSAN	2016-05-10T00:25:03Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABAFB	AABAFB000000000.1
Listeria monocytogenes	OSF049144		PDT000129549.2	2016-05-10T01:14:19Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	1	16	fosX=COMPLETE,lin=COMPLETE	SAMN04916681	PDG000000001.2009	Listeria monocytogenes	GCA_004671085.1				2015-10-24	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		99310	50	3012088	PAIRED	ILLUMINA	SRR3490103	CFSAN	2016-05-10T00:25:19Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABAFD	AABAFD000000000.1
Listeria monocytogenes	OSF048829		PDT000130375.2	2016-05-16T14:17:55Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	1	27	fosX=COMPLETE,lin=COMPLETE	SAMN04962295	PDG000000001.2009	Listeria monocytogenes	GCA_004671165.1				2015-09-12		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		1501686	15	2934859	PAIRED	ILLUMINA	SRR3509856	CFSAN	2016-05-16T13:31:24Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABAFG	AABAFG000000000.1
Listeria monocytogenes	OSF060767		PDT000191388.2	2017-03-07T17:35:41Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	2	25	fosX=COMPLETE,lin=COMPLETE	SAMN06457950	PDG000000001.2009	Listeria monocytogenes	GCA_004685845.1				2014		OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		178594	37	2947385	PAIRED	ILLUMINA	SRR5318349	CFSAN	2017-03-07T16:41:07Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBCU	AABBCU000000000.1
Listeria monocytogenes	OSF061635		PDT000192914.2	2017-03-15T03:37:48Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	2	17	fosX=COMPLETE,lin=COMPLETE,vanC=PARTIAL_END_OF_CONTIG	SAMN06555581	PDG000000001.2009	Listeria monocytogenes	GCA_004688645.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		338409	75	3084718	PAIRED	ILLUMINA	SRR5341731	CFSAN	2017-03-15T00:31:06Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE,vanC=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			1639	AABBGQ	AABBGQ000000000.1
Listeria monocytogenes	OSF061634		PDT000192926.2	2017-03-15T03:37:49Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	1	15	fosX=COMPLETE,lin=COMPLETE,vanC=PARTIAL_END_OF_CONTIG	SAMN06555582	PDG000000001.2009	Listeria monocytogenes	GCA_004431095.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		477892	67	3078787	PAIRED	ILLUMINA	SRR5341743	CFSAN	2017-03-15T00:33:07Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE,vanC=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			1639	AAAKVQ	AAAKVQ000000000.1
Listeria monocytogenes	OSF061638		PDT000193670.2	2017-03-17T22:21:31Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	1	14	fosX=COMPLETE,lin=COMPLETE,vanS=COMPLETE	SAMN06555578	PDG000000001.2009	Listeria monocytogenes	GCA_004434025.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		149330	139	3145411	PAIRED	ILLUMINA	SRR5353285	CFSAN	2017-03-17T19:33:09Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE,vanS=COMPLETE	SKESA v. 2.2			1639	AAAKXQ	AAAKXQ000000000.1
Listeria monocytogenes	OSF061643		PDT000193680.2	2017-03-18T00:21:20Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	14	fosX=COMPLETE,lin=COMPLETE,vanS=PARTIAL_END_OF_CONTIG	SAMN06555573	PDG000000001.2009	Listeria monocytogenes	GCA_004688105.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436923	32	3046564	PAIRED	ILLUMINA	SRR5353320	CFSAN	2017-03-17T22:45:07Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE,vanS=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			1639	AABBHU	AABBHU000000000.1
Listeria monocytogenes	OSF061645		PDT000193681.2	2017-03-18T00:21:20Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	2	16	fosX=COMPLETE,lin=COMPLETE	SAMN06555571	PDG000000001.2009	Listeria monocytogenes	GCA_004688445.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436919	47	3085465	PAIRED	ILLUMINA	SRR5353321	CFSAN	2017-03-17T22:46:07Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBHV	AABBHV000000000.1
Listeria monocytogenes	OSF061644		PDT000193698.2	2017-03-18T00:21:23Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	1	14	fosX=COMPLETE,lin=COMPLETE	SAMN06555572	PDG000000001.2009	Listeria monocytogenes	GCA_004434195.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		394004	50	3107087	PAIRED	ILLUMINA	SRR5353338	CFSAN	2017-03-17T22:46:08Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAKYD	AAAKYD000000000.1
Listeria monocytogenes	OSF061636		PDT000193703.2	2017-03-18T00:21:24Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	2	19	fosX=COMPLETE,lin=COMPLETE	SAMN06555580	PDG000000001.2009	Listeria monocytogenes	GCA_004688385.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		345573	65	3051804	PAIRED	ILLUMINA	SRR5353343	CFSAN	2017-03-17T22:46:08Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBIA	AABBIA000000000.1
Listeria monocytogenes	OSF061646		PDT000193704.2	2017-03-18T00:21:24Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	2	16	fosX=COMPLETE,lin=COMPLETE,vanT=PARTIAL_END_OF_CONTIG	SAMN06555570	PDG000000001.2009	Listeria monocytogenes	GCA_004467785.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436919	48	3070589	PAIRED	ILLUMINA	SRR5353344	CFSAN	2017-03-17T22:46:08Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE,vanT=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			1639	AAAIWQ	AAAIWQ000000000.1
Listeria monocytogenes	OSF061639		PDT000193709.2	2017-03-18T00:21:26Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	2	15	fosX=COMPLETE,lin=COMPLETE,vanC=PARTIAL_END_OF_CONTIG	SAMN06555577	PDG000000001.2009	Listeria monocytogenes	GCA_004688825.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		138772	146	3147910	PAIRED	ILLUMINA	SRR5353349	CFSAN	2017-03-17T22:46:08Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE,vanC=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			1639	AABBIB	AABBIB000000000.1
Listeria monocytogenes	OSF061637		PDT000193723.2	2017-03-18T00:21:28Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	3	17	fosX=COMPLETE,lin=COMPLETE	SAMN06555579	PDG000000001.2009	Listeria monocytogenes	GCA_004687625.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		287544	55	3054797	PAIRED	ILLUMINA	SRR5353363	CFSAN	2017-03-17T22:46:08Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBID	AABBID000000000.1
Listeria monocytogenes	OSF061641		PDT000193726.2	2017-03-18T00:21:29Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	2	16	fosX=COMPLETE,lin=COMPLETE	SAMN06555575	PDG000000001.2009	Listeria monocytogenes	GCA_004434365.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436919	44	3109620	PAIRED	ILLUMINA	SRR5353366	CFSAN	2017-03-17T22:46:23Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAKYE	AAAKYE000000000.1
Listeria monocytogenes	OSF061640		PDT000193731.2	2017-03-18T00:21:30Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	0	14	fosX=COMPLETE,lin=COMPLETE,vanC=COMPLETE	SAMN06555576	PDG000000001.2009	Listeria monocytogenes	GCA_004434325.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		374413	65	3095859	PAIRED	ILLUMINA	SRR5353371	CFSAN	2017-03-17T22:46:08Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE,vanC=COMPLETE	SKESA v. 2.2			1639	AAAKYJ	AAAKYJ000000000.1
Listeria monocytogenes	OSF061642		PDT000193732.2	2017-03-18T00:21:30Z	USA:WA	Environmental sponge	environmental/other		PDS000025154.22	1	14	fosX=COMPLETE,lin=COMPLETE	SAMN06555574	PDG000000001.2009	Listeria monocytogenes	GCA_004688425.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436919	50	3095258	PAIRED	ILLUMINA	SRR5353372	CFSAN	2017-03-17T22:46:23Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AABBIE	AABBIE000000000.1
Listeria monocytogenes	OSF061692		PDT000199164.2	2017-04-03T23:01:53Z	USA:WA	sponge	environmental/other		PDS000025154.22	7	21	fosX=COMPLETE,lin=COMPLETE	SAMN06555533	PDG000000001.2009	Listeria monocytogenes	GCA_004433085.1				2016	bcrB=COMPLETE,bcrC=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		67404	151	3112736	PAIRED	ILLUMINA	SRR5409481	CFSAN	2017-04-03T22:22:10Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAALAJ	AAALAJ000000000.1
