#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	Host	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
Salmonella enterica	VA_WGS-00112		PDT000029719.4	2015-02-10T23:09:48Z	USA: VA	chicken	environmental/other				Gallus gallus	aadA2=COMPLETE,ant(2'')-Ia=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE	SAMN02403333	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_005898565.1				2006-02-21	arsC=COMPLETE,asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=COMPLETE,merC=HMM,merD=COMPLETE,merE=COMPLETE,merP=HMM,merR=COMPLETE,merT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,qacEdelta1=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	VA	3.6.7	2020-01-06.1	COMBINED	PRJNA219491		344975	63	5098722	PAIRED	ILLUMINA	SRR1272855	CFSAN	2014-05-07T01:37:08Z	28901		Contig	aadA2=COMPLETE,ant(2'')-Ia=COMPLETE,mcr-9.1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			59201	AAEAHZ	AAEAHZ000000000.1
Salmonella enterica	CFSAN024413	Newport	PDT000041954.4	2015-02-10T19:10:01Z	Belgium	broiler chicken	environmental/other				Gallus gallus		SAMN03165656	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Newport	GCA_008032345.1				2010	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	Veterinary and Agrochemical Research Center, Belgium	3.6.7	2020-01-06.1	COMBINED	PRJNA259341		497690	34	4973168	PAIRED	ILLUMINA	SRR1644548	CFSAN	2015-02-09T14:27:11Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			108619	AAJLMD	AAJLMD000000000.1
Salmonella enterica	CFSAN024418	4,5:i:-	PDT000041960.4	2015-02-10T19:10:02Z	Belgium	chicken laying hens	environmental/other				Gallus gallus		SAMN03165661	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_010531435.1			sinH=HMM	2009	asr=HMM,golS=COMPLETE,golT=COMPLETE	Veterinary and Agrochemical Research Center, Belgium	3.6.7	2020-01-22.1	COMBINED	PRJNA259341		186105	57	4888811	PAIRED	ILLUMINA	SRR1644562	CFSAN	2015-02-09T14:27:11Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			59201	AANZUZ	AANZUZ000000000.1
Salmonella enterica	VTCCBAA614	Gallinarum	PDT000046061.1	2014-12-16T15:10:24Z	India: Haryana, Hisar, broiler poultry farm	liver	clinical				Gallus gallus	gyrA_D87Y=POINT	SAMN03152430	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Gallinarum	GCA_000801935.1		Fowl Typhoid		2012-12-17	asr=HMM,golS=COMPLETE,golT=COMPLETE	Department of Veterinary Public Health & Epidemiology, College of Veterinary Sciences, LUVAS & VTCC, Hisar, Haryana, India	3.6.7	2020-01-22.1	COMBINED	PRJNA265820	29.15 N 75.70 E	125446	82	4686634						28901		Contig	gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE	Newbler v. 2.6 (20110517_1502)			594	JSWQ	JSWQ00000000.1
Salmonella enterica	SI54/04	Infantis	PDT000046594.1	2014-12-31T18:02:07Z	Hungary	broiler chicken	environmental/other				Gallus gallus	aadA1=COMPLETE,gyrA_S83Y=POINT,sul1=COMPLETE,tet(A)=COMPLETE	SAMN03112707	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Infantis	GCA_000812595.1			ybtP=COMPLETE,ybtQ=COMPLETE	2004	arsR=COMPLETE,asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE		3.6.7	2020-01-06.1	COMBINED	PRJNA263986		290766	170	5011144						28901		Contig	aadA1=COMPLETE,gyrA_S83Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE	MIRA v. 3.9.10			595	JRXC	JRXC00000000.1
Salmonella enterica	SI69/94	Infantis	PDT000046595.1	2014-12-31T18:02:16Z	Hungary	broiler chicken	environmental/other				Gallus gallus		SAMN03112706	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Infantis	GCA_000812575.1				1994	arsR=COMPLETE,asr=HMM,golS=COMPLETE,golT=COMPLETE		3.6.7	2020-01-06.1	COMBINED	PRJNA263986		479709	219	4901866						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	MIRA v. 3.9.10			595	JRXB	JRXB00000000.1
Salmonella enterica	CFSAN026628	Enteritidis	PDT000048008.3	2015-02-10T17:09:49Z	Belgium	chicken	environmental/other				Gallus gallus		SAMN03165674	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Enteritidis	GCA_008006065.1				2007	asr=HMM,golS=COMPLETE,golT=COMPLETE	CODA-CERVA	3.6.7	2020-01-06.1	COMBINED	PRJNA259341		694775	25	4698833	PAIRED	ILLUMINA	SRR1763865	CFSAN	2015-01-16T18:01:11Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			149539	AAJKJK	AAJKJK000000000.1
Salmonella enterica	CFSAN026626	Newport	PDT000048010.3	2015-02-10T17:09:49Z	Belgium	broiler chicken	environmental/other				Gallus gallus		SAMN03165672	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Newport	GCA_008002885.1				2012	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	CODA-CERVA	3.6.7	2020-01-06.1	COMBINED	PRJNA259341		424416	49	5315537	PAIRED	ILLUMINA	SRR1763860	CFSAN	2015-01-16T18:03:13Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			108619	AAJKJM	AAJKJM000000000.1
Salmonella enterica	SAL3354	Enteritidis	PDT000048122.3	2015-12-12T14:21:14Z		chicken	environmental/other				Gallus gallus		SAMN02368122	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Enteritidis	GCA_011111455.1				2001	asr=HMM,golS=COMPLETE,golT=COMPLETE	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA203445		191783	57	4723143	PAIRED	ILLUMINA	SRR1132893	UCD-100K	2015-07-22T21:10:30Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			149539	DAATXB	DAATXB000000000.1
Salmonella enterica	SALC-205-3	Kentucky	PDT000061433.1	2015-04-20T14:02:01Z	Canada: British Columbia, Fraser Valley	fecal material	environmental/other				Gallus gallus domesticus		SAMN03293354	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Kentucky	GCA_000973835.1			sinH=COMPLETE	2004-11-01	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	Pacific Agri-Food-Research center, Agriculture and Agri-Food Canada, Agassiz, BC, Canada	3.8.4	2020-09-30.1	COMBINED	PRJNA273513		29939	282	4771200						28901		Scaffold	mdsA=PARTIAL_END_OF_CONTIG,mdsB=COMPLETE	Velvet v. 1.2.08			192955	LAPL	LAPL00000000.1
Salmonella enterica	ADRDL-NGUA-1		PDT000069121.4	2018-06-27T01:01:29Z	Nigeria:Southwest Nigeria	poultry tissue	environmental/other				Gallus gallus	blaTEM=PARTIAL_END_OF_CONTIG,floR=COMPLETE,qnrS1=COMPLETE,tet(A)=COMPLETE	SAMN03734347	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_005901665.1				2014-09-12	asr=HMM,golS=COMPLETE,golT=COMPLETE	ADRDL	3.6.7	2020-01-06.1	COMBINED	PRJNA280335		80792	132	4836498	PAIRED	ILLUMINA	SRR2085660	CFSAN	2015-07-06T12:20:36Z	28901		Contig	blaTEM=PARTIAL_END_OF_CONTIG,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,qnrS1=COMPLETE,tet(A)=COMPLETE	SKESA v. 2.2			59201	AAEANK	AAEANK000000000.1
Salmonella enterica	EWV2	Typhimurium	PDT000077593.1	2015-08-05T01:57:29Z	United Kingdom: England		environmental/other				chicken	aadA2=COMPLETE,blaCARB-2=COMPLETE,floR=COMPLETE,sul1=COMPLETE,tet(G)=COMPLETE	SAMEA1707606	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	GCA_001217625.1				2003	asr=HMM,golS=COMPLETE,golT=COMPLETE,qacEdelta1=COMPLETE		3.6.7	2020-01-06.1	COMBINED	PRJEB2189		192522	83	4977946						28901		Scaffold	aadA2=COMPLETE,blaCARB-2=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(G)=COMPLETE				85569	CTLD	CTLD00000000.1
Salmonella enterica	EWV4	Typhimurium	PDT000077602.1	2015-08-05T02:06:35Z	United Kingdom: England		environmental/other				poultry	aadA2=COMPLETE,blaCARB-2=COMPLETE,floR=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,tet(G)=COMPLETE	SAMEA1707602	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	GCA_001217885.1				1996	asr=HMM,golS=COMPLETE,golT=COMPLETE,qacEdelta1=COMPLETE		3.6.7	2020-01-06.1	COMBINED	PRJEB2189		172404	99	4968146						28901		Scaffold	aadA2=COMPLETE,blaCARB-2=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,tet(G)=COMPLETE				85569	CTJO	CTJO00000000.1
Salmonella enterica	V52	Typhimurium	PDT000077637.1	2015-08-05T02:38:42Z	United Kingdom: Scotland		environmental/other				poultry	aadA2=COMPLETE,blaCARB-2=COMPLETE,floR=PARTIAL_END_OF_CONTIG,gyrA_D87N=POINT,sul1=PARTIAL_END_OF_CONTIG,tet(G)=COMPLETE	SAMEA773586	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	GCA_001218765.1				1996	asr=HMM,golS=COMPLETE,golT=COMPLETE,qacEdelta1=COMPLETE		3.6.7	2020-01-06.1	COMBINED	PRJEB2189		55022	193	4952750						28901		Scaffold	aadA2=COMPLETE,blaCARB-2=COMPLETE,floR=PARTIAL_END_OF_CONTIG,gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,tet(G)=COMPLETE				85569	CTHY	CTHY00000000.1
Salmonella enterica	V12	Typhimurium	PDT000077776.1	2015-08-05T04:29:40Z	United Kingdom: Scotland		environmental/other				poultry	aadA2=COMPLETE,blaCARB-2=COMPLETE,floR=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,tet(G)=COMPLETE	SAMEA773504	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	GCA_001222205.1				2000	asr=HMM,golS=COMPLETE,golT=COMPLETE,qacEdelta1=COMPLETE		3.6.7	2020-01-06.1	COMBINED	PRJEB2189		73782	175	4944370						28901		Scaffold	aadA2=COMPLETE,blaCARB-2=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,tet(G)=COMPLETE				85569	CTMQ	CTMQ00000000.1
Salmonella enterica	ADRDL-NGUA-38		PDT000081807.2	2015-08-19T17:10:32Z	Nigeria:Southwest Nigeria	poultry tissue	environmental/other				Gallus gallus		SAMN03734384	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_006876765.1				2014-09-12	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	ADRDL	3.6.7	2020-01-06.1	COMBINED	PRJNA280335		93500	143	4783559	PAIRED	ILLUMINA	SRR2175313	CFSAN	2015-08-19T15:41:16Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			59201	AAGMSH	AAGMSH000000000.1
Salmonella enterica	LV60	Enteritidis	PDT000082821.1	2015-09-04T19:01:33Z	Portugal	day-old chick	environmental/other				Gallus gallus	blaTEM-116=COMPLETE	SAMN03701441	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Enteritidis	GCA_001280185.1				2008	asr=HMM,golS=COMPLETE,golT=COMPLETE	INIAV Instituto Nacional de Investigacao Agraria e Veterinaria	3.8.4	2020-05-04.1	COMBINED	PRJNA284328	38.750707 N 9.200853 W	491005	83	4941947						28901		Scaffold	blaTEM-116=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE	GS Mapper v. 2.9; Ray v. 2.3.1			149539	LIHI	LIHI00000000.1
Salmonella enterica	2511STDY5712459	Weltevreden	PDT000088645.1	2015-10-22T17:47:59Z		Poultry	environmental/other				Poultry		SAMEA2336306	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Weltevreden	GCA_001409575.1			sinH=HMM		asr=HMM,golS=COMPLETE,golT=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJEB1397		161899	58	4927651						28901		Scaffold	mdsA=COMPLETE,mdsB=COMPLETE				57743	CZLW	CZLW00000000.1
Salmonella enterica	2511STDY5712450	Weltevreden	PDT000088701.1	2015-10-22T18:11:33Z		Poultry	environmental/other				Poultry		SAMEA2336297	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Weltevreden	GCA_001410695.1			sinH=HMM		asr=HMM,golS=COMPLETE,golT=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJEB1397		145374	66	5007571						28901		Scaffold	mdsA=COMPLETE,mdsB=COMPLETE				57743	CZLK	CZLK00000000.1
Salmonella enterica	ADRDL-15-6315	Enteritidis	PDT000095847.2	2015-12-03T17:20:33Z	USA:SD	liver	clinical				Gallus gallus		SAMN04240657	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Enteritidis	GCA_008657915.1				2015	asr=HMM,golS=COMPLETE,golT=COMPLETE	ADRDL, SDSU	3.6.7	2020-01-06.1	COMBINED	PRJNA280335		126820	80	4859755	PAIRED	ILLUMINA	SRR2971407	CFSAN	2015-12-03T16:22:44Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			149539	AAKZMK	AAKZMK000000000.1
Salmonella enterica	CENASA-MX-541081	Gallinarum	PDT000853759.1	2020-10-03T03:06:11Z	Mexico:Hidalgo	organs from backyard birds	environmental/other				Gallus gallus	aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87Y=POINT,parC_S80R=POINT,sul2=COMPLETE,tet(A)=COMPLETE	SAMN16212688	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Gallinarum	GCA_014840155.1			sinH=PARTIAL	2020-07-23	asr=HMM,golS=COMPLETE,golT=COMPLETE		3.9.3	2020-11-09.1	COMBINED	PRJNA664382		216902	56	4813822						28901		Scaffold	aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80R=POINT,sul2=COMPLETE,tet(A)=COMPLETE	CLC NGS Cell v. 8.5.1			594	JACYOU	JACYOU000000000.1
Salmonella enterica	BCW_2150	Typhimurium var. 5-	PDT000002635.3	2015-12-11T19:21:36Z	USA: New York	chicken breast	environmental/other	PDS000026710.249	1	22	Gallus gallus	sul2=COMPLETE,tet(A)=COMPLETE	SAMN02367957	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_011110555.1			sinH=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	2011	asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA203445		129047	97	4986361	PAIRED	ILLUMINA	SRR1106588	UCD-100K	2015-07-22T21:08:40Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SKESA v. 2.2			1620419	DAATWM	DAATWM000000000.1
Salmonella enterica	SAL3331	Typhimurium var. 5 - (Copenhagen)	PDT000003028.3	2015-12-12T14:21:14Z		chicken	environmental/other	PDS000026710.249	12	23	Gallus gallus	blaCMY-2=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN02368110	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_010715915.1			sinH=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	2010	asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA203445		151408	89	5082197	PAIRED	ILLUMINA	SRR1122564	UCD-100K	2015-07-22T21:11:10Z	28901		Contig	blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SKESA v. 2.2			59201	DAATFL	DAATFL000000000.1
Salmonella enterica	SAL3327	Typhimurium var. 5 - (Copenhagen)	PDT000003040.3	2015-09-14T13:11:12Z		chicken	environmental/other	PDS000026710.249	4	12	Gallus gallus	sul2=COMPLETE,tet(A)=COMPLETE	SAMN02368106	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_010716915.1			sinH=HMM	2011	asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA203445		149418	81	4840964	PAIRED	ILLUMINA	SRR1132901	UCD-100K	2015-07-22T21:10:30Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SKESA v. 2.2			59201	DAATEM	DAATEM000000000.1
Salmonella enterica	SAL3334	Typhimurium var. 5 - (Copenhagen)	PDT000003041.3	2015-09-14T13:11:12Z		chicken	environmental/other	PDS000026710.249	14	25	Gallus gallus	sul2=COMPLETE,tet(A)=COMPLETE	SAMN02368111	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_011110565.1			sinH=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	2011	asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA203445		170469	93	5029774	PAIRED	ILLUMINA	SRR1132900	UCD-100K	2015-07-22T21:10:30Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SKESA v. 2.2			59201	DAATWQ	DAATWQ000000000.1
Salmonella enterica	BCW_2243	Typhimurium var. 5-	PDT000194693.1	2017-03-17T14:03:30Z	USA: New York	chicken breast	environmental/other	PDS000026710.249	4	35	Gallus gallus	sul2=COMPLETE,tet(A)=COMPLETE	SAMN02368043	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002030225.1			sinH=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	2011	asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.8.4	2020-06-11.1	COMBINED	PRJNA203445		208116	67	4930988						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.9.0			1620419	MXEE	MXEE00000000.1
Salmonella enterica	BCW_2187	Typhimurium var. 5-	PDT000194731.1	2017-03-17T14:12:34Z	USA: Connecticut	chicken breast	environmental/other	PDS000026710.249	3	31	Gallus gallus	aph(3')-Ia=COMPLETE,blaCMY-2=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN02367992	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002030995.1			ybtP=COMPLETE,ybtQ=COMPLETE	2011	asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA203445		237236	68	5014429						28901		Contig	aph(3')-Ia=COMPLETE,blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.9.0			1620419	MXFN	MXFN00000000.1
Salmonella enterica	BCW_2163	Typhimurium var. 5-	PDT000194743.1	2017-03-17T14:15:52Z	USA: Connecticut	Chicken Wing	environmental/other	PDS000026710.249	3	24	Gallus gallus	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN02367970	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002031265.1			ybtP=COMPLETE,ybtQ=COMPLETE	2011	arsD=COMPLETE,asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA203445		237544	71	5009952						28901		Contig	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.9.0			1620419	MXGG	MXGG00000000.1
Salmonella enterica	BCW_2120	Typhimurium var. 5-	PDT000194758.1	2017-03-17T14:20:23Z	USA: New York	chicken breast	environmental/other	PDS000026710.249	17	44	Gallus gallus	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,sul2=COMPLETE,tet(A)=COMPLETE	SAMN02367928	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002031565.1			ybtP=COMPLETE,ybtQ=PARTIAL	2010	arsD=COMPLETE,asr=HMM,golS=COMPLETE,golT=PARTIAL_END_OF_CONTIG,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA203445		38454	256	4992470						28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.9.0			1620419	MXHC	MXHC00000000.1
Salmonella enterica	BCW_2073	Typhimurium var. 5-	PDT000194772.1	2017-03-17T14:26:36Z	USA: New York	chicken breast	environmental/other	PDS000026710.249	12	20	Gallus gallus	blaCMY-2=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN02367884	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002031925.1			sinH=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	2010	asr=HMM,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.8.4	2020-06-11.1	COMBINED	PRJNA203445		194915	60	4921867						28901		Contig	blaCMY-2=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.9.0			1620419	MXHZ	MXHZ00000000.1
Salmonella enterica	BCW_2064	Typhimurium var. 5-	PDT000194774.1	2017-03-17T14:27:03Z	USA: Pennsylvania	chicken breast	environmental/other	PDS000026710.249	4	40	Gallus gallus	blaCMY-2=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN02367876	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002031955.1			ybtP=COMPLETE,ybtQ=COMPLETE	2010	asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA203445		208014	73	4941624						28901		Contig	blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.9.0			1620419	MXIG	MXIG00000000.1
Salmonella enterica	BCW_2050	Typhimurium var. 5-	PDT000194785.1	2017-03-17T14:29:32Z	USA: New York	chicken breast	environmental/other	PDS000026710.249	12	26	Gallus gallus	blaTEM-1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN02367862	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002032165.1			sinH=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	2010	asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.8.4	2020-06-11.1	COMBINED	PRJNA203445		103227	104	5119486						28901		Contig	blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.9.0			1620419	MXIQ	MXIQ00000000.1
Salmonella enterica	BCW_2025	Typhimurium var. 5-	PDT000194798.1	2017-03-17T14:32:09Z	USA: Georgia	chicken breast	environmental/other	PDS000026710.249	16	27	Gallus gallus	sul2=COMPLETE,tet(A)=COMPLETE	SAMN02367839	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002032435.1			sinH=HMM	2010	asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.6.7	2020-03-20.1	COMBINED	PRJNA203445		208935	74	4848531						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.9.0			1620419	MXJM	MXJM00000000.1
Salmonella enterica	BCW_2065	Typhimurium var. 5-	PDT000194824.1	2017-03-17T14:41:29Z	USA: Pennsylvania	chicken breast	environmental/other	PDS000026710.249	10	36	Gallus gallus	aph(3')-Ia=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN02367877	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	GCA_002033065.1			ybtP=COMPLETE,ybtQ=COMPLETE	2010	asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=HMM,merP=HMM,merR=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA203445		208480	84	4952792						28901		Contig	aph(3')-Ia=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.9.0			1620419	MXIF	MXIF00000000.1
