#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	Host	SNP cluster	Min-same	Min-diff	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
Salmonella enterica	FSIS11922105	Schwarzengrund	PDT000527169.1	2019-06-22T12:51:08Z	USA:MS	raw intact chicken	environmental/other		PDS000002218.446	11	22	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN12109040	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_006487995.1			iutA=COMPLETE,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		65467	149	4938094	PAIRED	ILLUMINA	SRR9417622	USDA-FSIS	2019-06-22T12:28:20Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAFLTL	AAFLTL000000000.1
Salmonella enterica	FSIS21924700	Schwarzengrund	PDT000533771.1	2019-06-28T19:30:45Z	USA:MS	comminuted chicken	environmental/other		PDS000002218.446	9	13	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN12161942	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_007537995.1			iutA=COMPLETE,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		138778	113	4900965	PAIRED	ILLUMINA	SRR9611919	USDA-FSIS	2019-06-28T18:53:07Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAIFYM	AAIFYM000000000.1
Salmonella enterica	FSIS31902323	Schwarzengrund	PDT000544907.1	2019-07-17T01:31:44Z	USA:MS	comminuted chicken	environmental/other		PDS000002218.446	12	16	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN12287327	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_007715285.1			iutA=COMPLETE,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		117513	118	4909092	PAIRED	ILLUMINA	SRR9694980	USDA-FSIS	2019-07-17T00:29:16Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAIRCC	AAIRCC000000000.1
Salmonella enterica	FSIS11922687	Schwarzengrund	PDT000545220.1	2019-07-17T20:32:29Z	USA:MS	animal-chicken-young chicken	environmental/other		PDS000002218.446	6	18	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN12289958	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_007718745.1			iutA=COMPLETE,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA292666		108067	114	4951852	PAIRED	ILLUMINA	SRR9699303	USDA-FSIS	2019-07-17T19:31:12Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAIRHT	AAIRHT000000000.1
Salmonella enterica	FSIS31902427	Schwarzengrund	PDT000554229.1	2019-08-03T00:31:08Z	USA:MS	chicken carcass	environmental/other		PDS000002218.446	6	18	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN12476914	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_007893605.1			iutA=COMPLETE,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		159926	69	4960909	PAIRED	ILLUMINA	SRR9895546	USDA-FSIS	2019-08-02T23:29:22Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAJCWW	AAJCWW000000000.1
Salmonella enterica	FSIS21925669	Schwarzengrund	PDT000602119.1	2019-10-07T19:18:25Z	USA:MS	raw intact chicken	environmental/other		PDS000002218.446	10	18	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN12925426	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_008920085.1			iutA=COMPLETE,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		75587	140	4913422	PAIRED	ILLUMINA	SRR10237649	USDA-FSIS	2019-10-07T15:52:34Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AALOMS	AALOMS000000000.1
Salmonella enterica	FSIS31902709	Schwarzengrund	PDT000604624.1	2019-10-10T22:30:20Z	USA:MS	raw intact chicken	environmental/other		PDS000002218.446	9	17	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN13013789	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_009011795.1			iutA=COMPLETE,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		75016	161	4931386	PAIRED	ILLUMINA	SRR10259208	USDA-FSIS	2019-10-10T22:01:25Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AALTRT	AALTRT000000000.1
Salmonella enterica	FSIS21925715	Schwarzengrund	PDT000619260.1	2019-10-28T19:37:28Z	USA:MS	comminuted chicken	environmental/other		PDS000002218.446	17	21	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN13141250	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_009409285.1			iutA=COMPLETE,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		88931	128	4940776	PAIRED	ILLUMINA	SRR10356123	USDA-FSIS	2019-10-28T18:40:16Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAMQEG	AAMQEG000000000.1
Salmonella enterica	FSIS21925962	Schwarzengrund	PDT000624331.1	2019-11-06T22:33:25Z	USA:MS	raw intact chicken	environmental/other		PDS000002218.446	10	27	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN13208507	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_010872145.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-22.1	COMBINED	PRJNA242847		61827	175	4893046	PAIRED	ILLUMINA	SRR10397763	USDA-FSIS	2019-11-06T22:17:02Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAOVNN	AAOVNN000000000.1
Salmonella enterica	FSIS21925970	Schwarzengrund	PDT000627494.1	2019-11-14T22:30:55Z	USA:MS	raw intact chicken	environmental/other		PDS000002218.446	11	18	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN13265246	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_011180875.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-22.1	COMBINED	PRJNA242847		59260	183	4881767	PAIRED	ILLUMINA	SRR10435147	USDA-FSIS	2019-11-14T22:20:15Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAPMEI	AAPMEI000000000.1
Salmonella enterica	FSIS21926199	Schwarzengrund	PDT000637534.1	2019-11-29T01:28:50Z	USA:MS	comminuted chicken	environmental/other		PDS000002218.446	9	26	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN13413396	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_011472035.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-22.1	COMBINED	PRJNA242847		61978	162	4901369	PAIRED	ILLUMINA	SRR10546738	USDA-FSIS	2019-11-29T00:48:11Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAQCKP	AAQCKP000000000.1
Salmonella enterica	FSIS11926733	Schwarzengrund	PDT000642583.1	2019-12-11T11:26:54Z	USA:MS	comminuted chicken	environmental/other		PDS000002218.446	3	14	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN13515873	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_010830985.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2019	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-22.1	COMBINED	PRJNA242847		106703	112	4899565	PAIRED	ILLUMINA	SRR10614272	USDA-FSIS	2019-12-11T10:32:30Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAORZD	AAORZD000000000.1
Salmonella enterica	FSIS12028451	Schwarzengrund	PDT000683207.1	2020-02-14T01:10:57Z	USA:MS	animal-chicken-young chicken	environmental/other		PDS000002218.446	13	5	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN14099804	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_010988155.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2020	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=PARTIAL_END_OF_CONTIG,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-22.1	COMBINED	PRJNA292666		74611	157	4955618	PAIRED	ILLUMINA	SRR11085290	USDA-FSIS	2020-02-14T00:29:21Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAPDZG	AAPDZG000000000.1
Salmonella enterica	FSIS12028523	Schwarzengrund	PDT000687538.1	2020-02-19T19:06:34Z	USA:MS	comminuted chicken	environmental/other		PDS000002218.446	7	15	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN14126578	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_011000895.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2020	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-22.1	COMBINED	PRJNA242847		85009	109	4903902	PAIRED	ILLUMINA	SRR11102090	USDA-FSIS	2020-02-18T21:03:11Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAPENF	AAPENF000000000.1
Salmonella enterica	FSIS12028848	Schwarzengrund	PDT000703289.1	2020-03-03T23:22:15Z	USA:MS	raw intact chicken	environmental/other		PDS000002218.446	6	13	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN14271210	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_011506585.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2020	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-22.1	COMBINED	PRJNA242847		129259	96	4980360	PAIRED	ILLUMINA	SRR11232009	USDA-FSIS	2020-03-03T22:52:13Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAQEXY	AAQEXY000000000.1
Salmonella enterica	FSIS12029860	Schwarzengrund	PDT000722235.1	2020-04-14T21:14:06Z	USA:MS	chicken carcass	environmental/other		PDS000002218.446	7	16	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN14592698	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund				iucA=COMPLETE,iutA=COMPLETE,tsh=COMPLETE	2020	golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-03-20.1	NUCLEOTIDE	PRJNA242847		122906	102	4961695	PAIRED	ILLUMINA	SRR11544520	USDA-FSIS	2020-04-14T20:13:11Z	28901			aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE				340190		
Salmonella enterica	FSIS12030156	Schwarzengrund	PDT000727469.1	2020-04-27T18:14:57Z	USA:MS	chicken carcass	environmental/other		PDS000002218.446	12	15	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN14738165	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_014522465.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2020	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.8.4	2020-07-16.2	COMBINED	PRJNA242847		91238	133	4982558	PAIRED	ILLUMINA	SRR11615710	USDA-FSIS	2020-04-27T17:55:15Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAVZAN	AAVZAN000000000.1
Salmonella enterica	FSIS12030007	Schwarzengrund	PDT000729339.1	2020-04-30T19:14:49Z	USA:MS	raw intact chicken	environmental/other		PDS000002218.446	7	15	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN14779595	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_014523925.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2020	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.8.4	2020-07-16.2	COMBINED	PRJNA242847		166169	77	4994426	PAIRED	ILLUMINA	SRR11654269	USDA-FSIS	2020-04-30T18:38:14Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAVZDI	AAVZDI000000000.1
Salmonella enterica	FSIS22028162	Schwarzengrund	PDT000753776.1	2020-06-01T15:19:06Z	USA:MS	chicken carcass	environmental/other		PDS000002218.446	11	18	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN15071396	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_013776625.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2020	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.8.4	2020-07-16.2	COMBINED	PRJNA242847		72988	154	4931640	PAIRED	ILLUMINA	SRR11892953	USDA-FSIS	2020-06-01T14:58:30Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAUNXJ	AAUNXJ000000000.1
Salmonella enterica	FSIS12031914	Schwarzengrund	PDT000794905.1	2020-07-23T00:15:21Z	USA:MS	animal-chicken-young chicken	environmental/other		PDS000002218.446	10	16	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN15609921	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_013555075.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2020	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.8.4	2020-07-16.2	COMBINED	PRJNA292666		43399	236	4904681	PAIRED	ILLUMINA	SRR12300149	USDA-FSIS	2020-07-22T23:30:33Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AATZOR	AATZOR000000000.1
Salmonella enterica	FSIS12032661	Salmonella enterica subsp. enterica serovar Schwarzengrund	PDT000817301.1	2020-08-21T01:14:56Z	USA:MS	animal-chicken-young chicken	environmental/other		PDS000002218.446	12	8	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN15869203	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_014257365.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2020	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=PARTIAL_END_OF_CONTIG,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.8.4	2020-07-16.2	COMBINED	PRJNA292666		72783	152	4992180	PAIRED	ILLUMINA	SRR12487690	USDA-FSIS	2020-08-21T00:41:15Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAVMOR	AAVMOR000000000.1
Salmonella enterica	FSIS22029256	Salmonella enterica subsp. enterica serovar Schwarzengrund	PDT000836019.1	2020-09-14T21:25:30Z	USA:MS	comminuted chicken	environmental/other		PDS000002218.446	7	9	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL	SAMN16129424	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Schwarzengrund	GCA_014539525.1			iucA=COMPLETE,iutA=COMPLETE,sinH=HMM,tsh=COMPLETE	2020	arsC=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.8.4	2020-07-16.2	COMBINED	PRJNA242847		84791	128	4980861	PAIRED	ILLUMINA	SRR12637747	USDA-FSIS	2020-09-14T20:33:14Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			340190	AAVZPF	AAVZPF000000000.1
